Loc,Loc Name,Loc St Abbrev,Loc Cnty,Loc Zone,Dir Flo,Loc Type Ind,PipeCode,GFPipeID,PipeName,GFLocID
88205,TENNESSEE MENDON,MA,WORCESTER,,R,INT,AGT,100,"Algonquin Gas Transmission, LLC",1000088205
73816,"REGENCY-BIG RUN /TWP. ROAD 964, MONROE CO.OH",OH,MONROE,2,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073816
70275,"ELIZABETHTOWN GAS COMPANY - ELIZABETH, NJ",NJ,MIDDLESEX,3,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200070275
N1009,NEXUS/NORTH COAST TRANSMISION DEL,OH,LORAIN,M1,D,OTH,NXUS,115,"NEXUS Gas Transmission, LLC (U.S.)",11500N1009
73582,"SAMSON LONESTAR - HERRERA #3, NACOGDOCHES CO., TX",TX,NACOGDOCHES,,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073582
39012,METHUEN PHASE 3 MAINLINE,ME,CUMBERLAND,,D,STA,MNUS,111,"Maritimes & Northeast Pipeline, L.L.C. (U.S.)",1110039012
59046,UCG MARYVILLE,TN,BLOUNT,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059046
79518,GSS STORAGE SERVICE POINT-CNG/GSS,PA,CLINTON,3,D,STR,TE,120,"Texas Eastern Transmission, LP",1200079518
72601,"ENTERPRISE TEXAS PIPELINE LLC - MATAGORDA COUNTY, TX  (REC)",TX,MATAGORDA,STX,R,INT,TE,120,"Texas Eastern Transmission, LP",1200072601
74040,"EAST OHIO GAS - CLARINGTON, OH",OH,MONROE,2,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200074040
75931,EASTERN GAS - LEIDY STORAGE (D70931/R76931),PA,CLINTON,3,B,STR,TE,120,"Texas Eastern Transmission, LP",1200075931
G0009,SMI-205 (992112),OF,SOUTH MARSH IS.,,D,GTH,GB,106,"Garden Banks Gas Pipeline, LLC",10600G0009
73076,"ATMOS ENERGY - COLUMBIA, TN",TN,MAURY,1,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200073076
73209,"NORAM FIELD SERVICES - SHELBY CO., TX (REC)",TX,SHELBY,ETX,R,INT,TE,120,"Texas Eastern Transmission, LP",1200073209
79596,MARKET ZONE 1 30  DOWNSTREAM POINT,TN,ANDERSON,1,D,STA,TE,120,"Texas Eastern Transmission, LP",1200079596
70095,"NAT GAS - CALDWELL, OH",OH,NOBLE,2,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200070095
70548,"STARKS UTILITIES - STARKS, LA",LA,CALCASIEU,WLA,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200070548
45101,"ANR - STORAGE, LA (D40102/R40101)",LA,ACADIA,,B,INT,EHP,104,"Egan Hub Storage, LLC",1040045101
80109,LINCOLN LATERAL,MA,MIDDLESEX,,R,STA,AGT,100,"Algonquin Gas Transmission, LLC",1000080109
72190,"KENNETT - DUNKLIN CO., MO",MO,DUNKLIN,1,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200072190
79744,LAFAYETTE ACCOUNTING POINT,TN,NO COUNTY NAME,1,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200079744
79555,ISS-1 STORAGE SERVICE,PA,WESTMORELAND,2,D,STR,TE,120,"Texas Eastern Transmission, LP",1200079555
00837,SALEM HARBOR STATION,MA,ESSEX,,D,END,AGT,100,"Algonquin Gas Transmission, LLC",1000000837
59043,JCCUD NEWPORT,TN,COCKE,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059043
49301,INJECTION POOLING POINT (TPGS1065B),TX,MATAGORDA,,D,STA,TPGS,121,Tres Palacios Gas Storage LLC,1210049301
83113,"PLANT DANIEL, MISSISSIPPI POWER COMPANY",MS,JACKSON,,D,END,SESH,116,"Southeast Supply Header, LLC",1160083113
59224,"INDUSTRIAL DEVELOPMENT AUTHORITY-HILLSVILLE-CARROLL CO., VA",VA,CARROLL,,D,END,ETNG,105,"East Tennessee Natural Gas, LLC",1050059224
76594,WC 594,LA,WEST CAMERON-SOUTH,WLA,D,INT,TE,120,"Texas Eastern Transmission, LP",1200076594
73621,"WILLIAMS MID-PENN MIDSTREAM- CLYDE- HORSE THIEF RD., INDIANA  CO.,",PA,INDIANA,3,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073621
71299,"EAST TENN GAS - HARTSVILLE, TN",TN,TROUSDALE,1,D,INT,TE,120,"Texas Eastern Transmission, LP",1200071299
59214,WYTHEVILLE,VA,WYTHE,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059214
79514,TETCO SYSTEM BALANCE POINT,PA,JUNIATA,3,D,VIR,TE,120,"Texas Eastern Transmission, LP",1200079514
00009,"PUTNAM (WINDHAM,CT)",CT,WINDHAM,,D,LDC,AGT,100,"Algonquin Gas Transmission, LLC",1000000009
70109,SUMMIT UTILITIES ARKANSAS LIGHT AR,AR,GREENE,1,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200070109
73710,"SCORPION OIL & GAS, LINCOLN CO., MS",MS,LINCOLN,ELA,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073710
73907,"EQT- BRADEN RUN II, GREENE CO., PA.",PA,GREENE,2,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073907
75553,BOBCAT STORAGE - (D73553/R73554),LA,ST LANDRY,ELA,B,STR,TE,120,"Texas Eastern Transmission, LP",1200075553
80070,G-12 SYSTEM,MA,BRISTOL,,R,STA,AGT,100,"Algonquin Gas Transmission, LLC",1000080070
99835,BROOKFIELD,CT,FAIRFIELD,,D,INT,AGT,100,"Algonquin Gas Transmission, LLC",1000099835
73280,DUKE ENERGY KENTUCKY,OH,BUTLER,2,D,END,TE,120,"Texas Eastern Transmission, LP",1200073280
79598,MARKET ZONE 2 30  DOWNSTREAM POINT,PA,NO COUNTY NAME,2,D,STA,TE,120,"Texas Eastern Transmission, LP",1200079598
N4LP1,(VEC) LA PORTE,IN,LA PORTE,M2,D,STA,NXUS,115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4LP1
75188,EASTERN GAS - LEIDY STORAGE #2-(D73188/R76188),PA,CLINTON,3,B,STR,TE,120,"Texas Eastern Transmission, LP",1200075188
N4903,ZONE M2 SERVICE POINT,MI,OAKLAND,M2,R,PPT,NXUS,115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4903
79145,CHESTER LATERAL,PA,DELAWARE,3,D,STA,TE,120,"Texas Eastern Transmission, LP",1200079145
73423,PIEDMONT NATURAL GAS - RUTHERFORD,TN,RUTHERFORD,1,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200073423
72252,"#1 DAVIS /  CASS COUNTY, TX  (REC)",TX,CASS,ETX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200072252
00021,"NATIONAL GRID- NORWOOD (NORFOLK,MA)",MA,NORFOLK,,D,LDC,AGT,100,"Algonquin Gas Transmission, LLC",1000000021
N4406,(DTE) BLUEWATER -  DELIVERY,MI,MACOMB,M2,D,STA,NXUS,115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4406
80042,Q-1 EXTENSION MAINLINE,MA,NORFOLK,,D,STA,AGT,100,"Algonquin Gas Transmission, LLC",1000080042
00826,"MYSTIC (MIDDLESEX,MA)",MA,MIDDLESEX,,D,LDC,AGT,100,"Algonquin Gas Transmission, LLC",1000000826
80006,LATERAL F SYSTEM,CT,WINDHAM,,R,STA,AGT,100,"Algonquin Gas Transmission, LLC",1000080006
73324,"ASPECT ENERGY, LLC / #1 GRIGGS - BEAUREGARD PSH., LA",LA,BEAUREGARD,WLA,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073324
70020,"EQUITRANS - WAYNESBURG, PA",PA,GREENE,2,D,INT,TE,120,"Texas Eastern Transmission, LP",1200070020
00089,"NATIONAL GRID-MEDFORD (MIDDLESEX,MA)",MA,MIDDLESEX,,D,LDC,AGT,100,"Algonquin Gas Transmission, LLC",1000000089
73912,"BIG PIPELINE-TETCO DELIVERY, BRAZORIA CO., TX",TX,BRAZORIA,STX,D,INT,TE,120,"Texas Eastern Transmission, LP",1200073912
73402,"GREAT LAKES(VOYTEK) ENERGY INTERCONNECT-FAYETTE CO., PA",PA,FAYETTE,2,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073402
83114,GULF SOUTH PETAL GAS STORAGE (INJ),MS,FORREST,,D,STR,SESH,116,"Southeast Supply Header, LLC",1160083114
72603,"KINDER MORGAN TEJAS (FROM TE) UPRIVER RD., NUECES CO",TX,NUECES,STX,D,INT,TE,120,"Texas Eastern Transmission, LP",1200072603
73980,LOUISIANA ENERGY GATEWAY (LEG) - COONIE JACKSON ROAD - BEAUREGARD,LA,BEAUREGARD,WLA,R,INT,TE,120,"Texas Eastern Transmission, LP",1200073980
59166,LOUDON SOUTH,TN,LOUDON,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059166
73379,"EAST KENTUCKY POWER CO-OP-CLARK CO., KY",KY,CLARK,2,D,END,TE,120,"Texas Eastern Transmission, LP",1200073379
73875,"MARKWEST-BEALLSVILLE/BOLON RIDGE ROAD, MONROE CO., OH",OH,MONROE,2,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073875
44147,EARLY GROVE DEL/WD (59009),VA,WASHINGTON,,D,INT,SGSC,117,Saltville Gas Storage Company L.L.C.,1170044147
59108,CHAT VOLUNTEER ORDINANCE,TN,HAMILTON,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059108
73723,"IMTT-BAYONNE, HUDSON CO, NJ",NJ,HUDSON,3,D,END,TE,120,"Texas Eastern Transmission, LP",1200073723
72566,"AMERICAN MIDSTREAM -TENN INTRASTATE  COLBERT CO., AL",AL,COLBERT,1,D,INT,TE,120,"Texas Eastern Transmission, LP",1200072566
79749,"COLUMBIA, KY - LDC ALLOCATION POINT",KY,ADAIR,2,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200079749
73977,VECTREN ENERGY (CENTERPOINT) LEWISBURG DELIVERY - SHIELDS ROAD - P,OH,PREBLE,2,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200073977
73561,"COMPRESSED ENERGY SYSTEMS LLC  - SALINE CO., IL",IL,SALINE,1,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073561
G0015,TRANSCO (992107),OF,SOUTH MARSH IS.,,D,INT,GB,106,"Garden Banks Gas Pipeline, LLC",10600G0015
70322,"UGI UTIL (COLUMBIA GAS) - READING, PA",PA,BERKS,3,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200070322
79967,WLA CUSTODY TRANSFER POINT,LA,CALCASIEU,WLA,D,STA,TE,120,"Texas Eastern Transmission, LP",1200079967
71142,"VERNON FAULKNER-SAN SALVADOR FIELD - HIDALGO CO., TX  (REC)",TX,HIDALGO,STX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200071142
59216,DUBLIN,VA,PULASKI,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059216
75577,"COLUMBIA GAS - PENNSBURG, PA (D70577/R76577)",PA,BUCKS,3,B,INT,TE,120,"Texas Eastern Transmission, LP",1200075577
59608,LNG PLANT - OUTLET DISCHARGE,TN,KNOX,,R,LNG,ETNG,105,"East Tennessee Natural Gas, LLC",1050059608
N4435,(DTE) UNION ST. CLAIR -  RECEIPT,MI,ST CLAIR,M2,R,STA,NXUS,115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4435
39015,IMBALANCE MAKEUP POINT,ME,CUMBERLAND,,D,VIR,MNUS,111,"Maritimes & Northeast Pipeline, L.L.C. (U.S.)",1110039015
59032,HARRIMAN,TN,ROANE,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059032
00626,"EXCELERATE ENERGY LP - EXEMPLAR (ESSEX,MA)",MA,ESSEX,,R,LNG,AGT,100,"Algonquin Gas Transmission, LLC",1000000626
79507,ZONE M2 24  SERVICE POINT,OH,NOBLE,2,R,PPT,TE,120,"Texas Eastern Transmission, LP",1200079507
59255,UCG COLUMBIA TEMP RECEIPT,TN,MAURY,,R,WHD,ETNG,105,"East Tennessee Natural Gas, LLC",1050059255
73915,"RICE ENERGY - BAMBINO, GREENE CO., PA",PA,GREENE,2,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073915
79154,DOWNSTREAM LINDEN BALANCING POINT,NJ,UNION,3,D,STA,TE,120,"Texas Eastern Transmission, LP",1200079154
G0012,SEA ROBIN (992105),OF,SOUTH MARSH IS.,,D,INT,GB,106,"Garden Banks Gas Pipeline, LLC",10600G0012
72103,"WELDER EXPLORATION&PRODUCTION- #1 YOUNG, BEE CO., TX",TX,BEE,STX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200072103
73708,"WILLIAMS - LMM / DAVIS II, GREENE CO., PA.",PA,GREENE,2,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073708
73154,"PECO ENERGY COMPANY - HERSHEY MILLS, CHESTER CO., PA",PA,CHESTER,3,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200073154
01201,MAHWAH  TEMP.-DEL,NJ,BERGEN,,D,INT,AGT,100,"Algonquin Gas Transmission, LLC",1000001201
80075,G-22 SYSTEM G-1 MAINLINE,MA,BRISTOL,,D,STA,AGT,100,"Algonquin Gas Transmission, LLC",1000080075
72499,"NORAM - BALD KNOB - WHITE, AR",AR,WHITE,1,R,INT,TE,120,"Texas Eastern Transmission, LP",1200072499
73914,"DTM ROCKLAND, FORGEDALE RD, BERKS CO, PA (BIRDSBORO)",PA,BERKS,3,D,END,TE,120,"Texas Eastern Transmission, LP",1200073914
79590,DISCOVERY PLANT PVR METER,LA,PLAQUEMINES,ELA,D,PLT,TE,120,"Texas Eastern Transmission, LP",1200079590
N4140,(DTE) DTE GAS STORAGE - W10 -  DELIVERY,MI,MACOMB,M2,D,STA,NXUS,115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4140
73165,"SANCHEZ O'BRIEN-BODDEN FROST, LIVE OAK CO., TX",TX,LIVE OAK,STX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073165
00004,"RHODE ISLAND ENERGY -DEY ST. (PROVIDENCE,RI)",RI,PROVIDENCE,,D,LDC,AGT,100,"Algonquin Gas Transmission, LLC",1000000004
00202,"RAMAPO (ROCKLAND,NY)",NY,ROCKLAND,,D,INT,AGT,100,"Algonquin Gas Transmission, LLC",1000000202
79719,PHILADELPHIA GAS WORKS - LDC ALLOCATION POINT,PA,PHILADELPHIA,3,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200079719
59027,UCG MORRISTOWN,TN,HAMBLEN,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059027
59079,PULASKI,TN,GILES,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059079
72138,FIELDWOOD ENERGY  SP 89-B,LA,OFFSHORE,ELA,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200072138
76087,"ALGONQUIN - LAMBERTVILLE, NJ (RECEIPT)",NJ,HUNTERDON,3,R,INT,TE,120,"Texas Eastern Transmission, LP",1200076087
59045,ARCONIC SOUTH,TN,BLOUNT,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059045
73881,"TEXAS GAS - LEBANON LATERAL, WARREN  CO., OH",OH,WARREN,2,D,INT,TE,120,"Texas Eastern Transmission, LP",1200073881
73445,"VESSELS COAL - GATHERING SYSTEM - SALINE CO., IL (REC)",IL,SALINE,1,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073445
70912,"BRITANCO, LLC WILCOX - TULETA CP, BEE CO., TX",TX,BEE,STX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200070912
76890,"LOUISIANA INTRASTATE GAS - IBERVILLE PSH.,LA - REC",LA,IBERVILLE,ELA,R,INT,TE,120,"Texas Eastern Transmission, LP",1200076890
79729,DUKE ENERGY - LDC ALLOCATION POINT,OH,BUTLER,2,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200079729
72964,"ELLIOT OIL & GAS, BROWDER #C-1, SAN JACINTO CO., TX (REC)",TX,SAN JACINTO,STX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200072964
59069,UCG WYTHEVILLE,VA,WYTHE,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059069
30029,MARITIMES/BRUNSWICK PIPELINE METER,ME,WASHINGTON,,R,INT,MNUS,111,"Maritimes & Northeast Pipeline, L.L.C. (U.S.)",1110030029
G0004,GB-128 ENCHILADA 992101,OF,GARDEN BANKS,,R,GTH,GB,106,"Garden Banks Gas Pipeline, LLC",10600G0004
M0024,MARS BUY BACK,OF,WEST DELTA 143,,D,END,MCGP,109,"Mississippi Canyon Gas Pipeline, LLC",10900M0024
39016,AUCTION/GAS PURCHSE POINT,ME,PENOBSCOT,,D,STA,MNUS,111,"Maritimes & Northeast Pipeline, L.L.C. (U.S.)",1110039016
80094,J-2 SYSTEM,MA,MIDDLESEX,,R,STA,AGT,100,"Algonquin Gas Transmission, LLC",1000080094
71088,"SOUTHERN NATURAL #2 (TO TE) - KOSCIUSKO,MS (FROM TE 70028)",MS,ATTALA,,R,INT,TE,120,"Texas Eastern Transmission, LP",1200071088
45323,MATTERHORN PIPELINE,TX,WHARTON,,B,INT,TPGS,121,Tres Palacios Gas Storage LLC,1210045323
71288,"GAS UTIL DIST #2 - NEW ROADS, LA",LA,POINTE COUPEE,ELA,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200071288
75570,REGENCY/SOUTHLAND (R73571/D73570),TX,ANGELINA,ETX,B,WHD,TE,120,"Texas Eastern Transmission, LP",1200075570
79739,BROOKLYN UNION - LDC ALLOCATION POINT,NY,RICHMOND,3,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200079739
73519,"FOSSIL RESOURCES-CARDINAL GATHERING-NACOGDOCHES CO., TX",TX,NACOGDOCHES,,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073519
00033,"RHODE ISLAND ENERGY - TIVERTON (NEWPORT,RI)",RI,NEWPORT,,D,LDC,AGT,100,"Algonquin Gas Transmission, LLC",1000000033
72587,"BIG CAJUN ELECTRIC, COUPEE PSH., LA",LA,POINTE COUPEE,ELA,D,END,TE,120,"Texas Eastern Transmission, LP",1200072587
73539,"NET LP - MONUMENT PIPELINE - HARRIS COUNTY, TX",TX,HARRIS,STX,D,INT,TE,120,"Texas Eastern Transmission, LP",1200073539
83012,GULF SOUTH PETAL GAS STORAGE (WD),MS,FORREST,,R,STR,SESH,116,"Southeast Supply Header, LLC",1160083012
72035,"#2 OAKLAND / CASS, TX  (RECEIPT)",TX,CASS,ETX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200072035
76543,WC BLK 543,LA,WEST CAMERON-SOUTH,WLA,D,INT,TE,120,"Texas Eastern Transmission, LP",1200076543
59916,TENNESSEE ALUMINUM 2,TN,MAURY,,D,END,ETNG,105,"East Tennessee Natural Gas, LLC",1050059916
70249,"TRANSCO - SKIPPACK, PA - REC",PA,MONTGOMERY,3,R,INT,TE,120,"Texas Eastern Transmission, LP",1200070249
71439,"INDIANA GAS CO. - DUBOIS, IN",IN,DUBOIS,2,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200071439
59114,MADISONVILLE,TN,MADISON,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059114
59188,"OAK RIDGE - ROANE CO., TN",TN,ROANE,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059188
73491,"ROVIG MINERAL-LAKE BOEUF FIELD,LAFOURCHE PARISH, LA",LA,LAFOURCHE,ELA,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073491
75051,EASTERN GAS -FRANKLIN (D73051/R76051),PA,FRANKLIN,3,B,INT,TE,120,"Texas Eastern Transmission, LP",1200075051
00019,"PLYMOUTH (PLYMOUTH,MA)",MA,PLYMOUTH,,D,LDC,AGT,100,"Algonquin Gas Transmission, LLC",1000000019
50094,SALTVILLE LLC - EVAP FUEL,VA,SMYTH,,D,OTH,ETNG,105,"East Tennessee Natural Gas, LLC",1050050094
71889,"MAGNUM PRODUCING, LP - #1 KEAN, PT. COUPEE PSH., LA",LA,POINTE COUPEE,ELA,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200071889
37003,MNUS PAL POINT OF TRANSACTION,ME,WASHINGTON,,R,VIR,MNUS,111,"Maritimes & Northeast Pipeline, L.L.C. (U.S.)",1110037003
44102,SALTVILLE EARLY GROVE STORAGE POINT,VA,WASHINGTON,,D,STR,SGSC,117,Saltville Gas Storage Company L.L.C.,1170044102
59157,MORGAN CO 3 DELIVERY- NAVITAS UTILITIES,TN,MORGAN,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059157
71757,"CENTURY EXPLORATION NEW ORLEANS, INC. - BS 53, LA",LA,BRETON SOUND,ELA,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200071757
59021,DOE C STATION,TN,ANDERSON,,D,END,ETNG,105,"East Tennessee Natural Gas, LLC",1050059021
59084,JAMESTOWN,TN,FENTRESS,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059084
00030,"GUILFORD (NEW HAVEN,CT)",CT,NEW HAVEN,,D,LDC,AGT,100,"Algonquin Gas Transmission, LLC",1000000030
72525,"HOWELL OIL & GAS, INC. - GOOCH-GANT FIELDS CP, HARRISON CO.,TX",TX,HARRISON,ETX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200072525
72856,"ONALASKA WATER & GAS CORPORATION - POLK COUNTY, TX",TX,POLK,ETX,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200072856
79023,DELMARVA- FOR NOMINATIONS PURPOSES,PA,CHESTER,3,R,END,TE,120,"Texas Eastern Transmission, LP",1200079023
36029,NEW BRUNSWICK PL - TEMP DELIVERY,ME,WASHINGTON,,D,INT,MNUS,111,"Maritimes & Northeast Pipeline, L.L.C. (U.S.)",1110036029
70217,"GULF SOUTH PIPELINE COMPANY- KOSCIUSKO,  MS",MS,ATTALA,1,R,INT,TE,120,"Texas Eastern Transmission, LP",1200070217
88211,TE - HANOVER,NJ,MORRIS,,R,INT,AGT,100,"Algonquin Gas Transmission, LLC",1000088211
70313,"COLUMBIA, KY",KY,ADAIR,2,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200070313
80101,KLEEN ENERGY LATERAL,CT,MIDDLESEX,,R,STA,AGT,100,"Algonquin Gas Transmission, LLC",1000080101
73322,"ARCADIA OPERATING - BEAUREGARD PSH., LA",LA,BEAUREGARD,WLA,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073322
71043,"UNION ELECTRIC - VANDUSER, MO",MO,SCOTT,1,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200071043
N4IL8,(DTE) M1 DTE ILT FROM M2 DTE ILT,MI,OAKLAND,M1,R,STA,NXUS,115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4IL8
72744,"RIO GRANDE ROYALTY CO., INC. - RIO GRANDE #1/HIDALGO CO., TX",TX,HIDALGO,STX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200072744
00620,"EXCELERATE ENERGY LP - EXCELERATE MS - (ESSEX,MA)",MA,ESSEX,,R,LNG,AGT,100,"Algonquin Gas Transmission, LLC",1000000620
79119,LINE 24 - LEIDY LINE - MAINLINE,PA,CLINTON,3,D,STA,TE,120,"Texas Eastern Transmission, LP",1200079119
73211,"WEIR (NEEL-SCHAFFER) - CHOCTAW CO., MS.",MS,CHOCTAW,1,D,END,TE,120,"Texas Eastern Transmission, LP",1200073211
00842,"RHODE ISLAND ENERGY-CRARY STREET-PROVIDENCE, RI",RI,PROVIDENCE,,D,LDC,AGT,100,"Algonquin Gas Transmission, LLC",1000000842
00007,"WATERFORD (NEW LONDON,CT)",CT,NEW LONDON,,D,LDC,AGT,100,"Algonquin Gas Transmission, LLC",1000000007
83111,GULFSTREAM - CODEN (REC - 83011),AL,MOBILE,,D,INT,SESH,116,"Southeast Supply Header, LLC",1160083111
73127,PAULSBORO REFINERY,PA,PHILADELPHIA,3,D,END,TE,120,"Texas Eastern Transmission, LP",1200073127
00052,"NATIONAL GRID-PONKAPOAG (NORFOLK,MA)",MA,NORFOLK,,D,LDC,AGT,100,"Algonquin Gas Transmission, LLC",1000000052
79512,ZONE M2 STORAGE POINT,PA,WESTMORELAND,2,D,STR,TE,120,"Texas Eastern Transmission, LP",1200079512
73923,ENTERGY SERVICES/HINDS 2 DELIVERY-BEASLEY RD,MS,HINDS,ELA,D,END,TE,120,"Texas Eastern Transmission, LP",1200073923
79951,TETCO LEBANON LATERAL TAKEAWAY POINT - MAINLINE,OH,WARREN,2,R,STA,TE,120,"Texas Eastern Transmission, LP",1200079951
45313,GULF SOUTH (TPGS1055B),TX,WHARTON,,B,INT,TPGS,121,Tres Palacios Gas Storage LLC,1210045313
83015,"MISSISSIPPI HUB-BOND GAS STORAGE, COVINGTON, MS (WD)",MS,COVINGTON,,R,STR,SESH,116,"Southeast Supply Header, LLC",1160083015
73674,"TARPON, WC 487, LAO",LA,WEST CAMERON,WLA,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073674
73698,"ACADIAN GAS-HAYNESVILLE EXTENSION P/L, PT.COUPEE PARISH, LA",LA,POINTE COUPEE,ELA,R,INT,TE,120,"Texas Eastern Transmission, LP",1200073698
00823,"SHARON STATION-(NORFOLK,MA)",MA,NORFOLK,,D,LDC,AGT,100,"Algonquin Gas Transmission, LLC",1000000823
79667,M2/M3 ILT POINT,PA,WESTMORELAND,ZB,B,STA,TE,120,"Texas Eastern Transmission, LP",1200079667
59187,HAWKINS CO. #2,TN,HAWKINS,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059187
73090,VENICE-DELIVERY INTO PLANT,LA,PLAQUEMINES,ELA,D,PLT,TE,120,"Texas Eastern Transmission, LP",1200073090
49300,TRES PALACIOS STORAGE (TPGS1090B),TX,MATAGORDA,,D,STR,TPGS,121,Tres Palacios Gas Storage LLC,1210049300
83013,"GULF SOUTH, LA",LA,MADISON,,R,INT,SESH,116,"Southeast Supply Header, LLC",1160083013
N4925,"CNX RICH HILL, GREEN CO. PA",PA,GREENE,SZ,R,STA,NXUS,115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4925
00215,"SALEM ESSEX CO., MA (ESSEX,MA)",MA,ESSEX,,R,INT,AGT,100,"Algonquin Gas Transmission, LLC",1000000215
N4BW1,(VEC) BLUEWATER,MI,MACOMB,M2,D,STA,NXUS,115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4BW1
73385,"SUEMAUR E & P - GOLDSBERRY GATHERING / HIDALGO CO., TX (REC)",TX,HIDALGO,STX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073385
50092,MAINLINE JEWELL RIDGE,VA,SMYTH,,R,STA,ETNG,105,"East Tennessee Natural Gas, LLC",1050050092
73731,"CAIMAN ENERGY-RITCHIE RD/BURKETT HOLLOW, BLAIR CO., PA",PA,BLAIR,3,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073731
73620,"WILLIAMS - LMM CLARK RD.,  PA.",PA,FAYETTE,2,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073620
70066,"PARKWAY GENERATION - SEWAREN, NJ",NJ,MIDDLESEX,3,D,END,TE,120,"Texas Eastern Transmission, LP",1200070066
30033,WOODLAND PULP,ME,WASHINGTON,,D,END,MNUS,111,"Maritimes & Northeast Pipeline, L.L.C. (U.S.)",1110030033
99822,NSTAR,MA,MIDDLESEX,,D,LDC,AGT,100,"Algonquin Gas Transmission, LLC",1000099822
72996,"EDMONTON #2 - METCALFE CO., KY",KY,METCALFE,2,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200072996
